"Image","사용자","게시날짜","게시한 글","기업","답변날짜","답변 내용"
"https://play-lh.googleusercontent.com/a/ACg8ocLJVrBAwCo9b8S7e27UZom9yDJB2_-ElIVg2umBhgwnNv6B0A=s32-rw-mo","문기오","2023년 9월 9일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIbd24nhSsgNC6xE5vI1u3LQ3-PIZnyLvag9dooU_F8qAcZCw=s32-rw-mo","우세현","2023년 9월 12일","편해용","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLwnxh8mOkVxeuPazx08r00eVYohHaacHKo35-8nM7C1Ch0kQ=s32-rw-mo","임창범","2023년 8월 14일","최고~","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLiL6yzc9Yi2CrtGeTFgdbSl3Zt0Llj1njRy8Hf9Ty_R5_qcQ=s32-rw-mo","Je Shin","2023년 8월 16일","좋야요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIOnac-gLHbhbWOkbqhB7izlQTn5t65MPBT_-I0ZWAQu2orAw=s32-rw-mo","강주영","2023년 8월 1일","최고에요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLmmOtC8gMTPIk7eo1Aweg1Uu5q4-8uS1ZQjWYpBgTu_BiI7A=s32-rw-mo","이문화","2023년 8월 7일","굿 입니다","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIEUWd0-30CbogrsPmL0BhOnnp2o-SugvdMKpNJicIambrOKQ=s32-rw-mo","oh ji","2023년 8월 5일","좋구먼","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXCJXRN2MEdyqCiiokRwAgBw9ujodXoFBysEh1zIneXcitAAv4k=s32-rw","Jay L","2023년 6월 19일","굿굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWqUaE-wMeCvC1gDfJJMKjc8Z-MDvSMBUXn-u8gbcpmbMfv5_fF=s32-rw","NIK2 (NV)","2023년 6월 2일","굳","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKBr1aqbf6hm-os-L4sI8b9VCaj4GjpXU7PO3xLJQ96p-F-PA=s32-rw-mo","강수진","2023년 5월 8일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLgB66AN0Jt1BimrRTaLXXFifYlnf0sbByP-JPSybqknnlc3w=s32-rw-mo","이주원","2023년 4월 21일","좋아연","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIXyvs4nVZuHf67dFMK-xRrKj4JrjHAyAYWXZZ21W0YQ8r7Ew=s32-rw-mo","김정열","2023년 4월 9일","좋음","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLRk5QUupG91qmrOp1r52kmT-DB82XQde4a-c40aoi7nRSmDw=s32-rw-mo","이상룡","2023년 4월 23일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJbQLu7zeAauiRXeB9-9xP5qDdIYPQ7KGOwDerWm6Xh6ZqFYg=s32-rw-mo","작은해리","2023년 3월 24일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXEdF81BTiQclvQyCDkc-abzOiw_xJ4Zft015hJsYr1AP7oymxR=s32-rw","악인자","2023년 5월 11일","편해서 좋아용","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL-snoFjY8oYj1S69z4sV62-ZL0ZmWVLz7JdbLW_nDCHxiL4Q=s32-rw-mo","박시현","2023년 3월 5일","굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXgZGrL3Oe-2eY8QCUEwG2Lz0quSzirDaBPTGYdMsPOPAuZF-U=s32-rw","권만석","2023년 3월 11일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocK6ViQVS30mLzQPdJAjnvPI3756XRP8Ftushl6iRVViYGHCRg=s32-rw-mo","이용규","2023년 2월 24일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocK9pRhI0mVXEgpQ-Sam4D_cJgVXEX3juhYAmRbcpKfvh7YK=s32-rw-mo","우상준","2023년 2월 24일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWC2act-9LQN4E47Q3-5ILwLXZCr3xULA9WiVRycGia-ijTjYk=s32-rw","시크블랙","2023년 3월 4일","굿이여라","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLAfQ9bg53w-aALuC9qFfo7xM77frAxhk3va2Maj_S5tGp_qw=s32-rw-mo","신천재다","2023년 1월 25일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocITBagllWhH2SYTNGWZdHfIUiCuILhOccbVp8J5x45ILWCr7Q=s32-rw-mo","youngae bae","2023년 2월 11일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocL_QN0sIFaF0OBqlHIoK94TiDCLUZAKFcsfyGBi1mVMVeOMPw=s32-rw-mo","황인석","2023년 1월 30일","굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXz_NDoyhaoxvW1tY3XHeEz10C2JoMEKOYSQw47utNl_RDui0mD=s32-rw","상현","2023년 2월 11일","굳","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUv8TVBuYcIxBOeir1j-lz5H66iD0tVr3ozqF02N1hAgOIn8u9hDg=s32-rw","jerry","2023년 2월 12일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKI09t0zgzfhyN22fbAgoaZkxHinxO7YoDiVrUHdQvwhI3WRA=s32-rw-mo","ck c","2023년 1월 12일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIJs8wr0_a6K-n_zySYxcdMefeO0dHTCh9iBeg-5iSM0xDkfw=s32-rw-mo","임수찬","2023년 1월 8일","개좋다이거","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJNEu6AOk0RU5dk6hYad04cQ-yGSiCThNcVF-AUf767HVTGjw=s32-rw-mo","김오떡","2023년 1월 9일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIYS97ZT0y-M-9TNtKChtkCvvr9zYSEo3tllIMPFBPe3M6Btw=s32-rw-mo","김현이","2023년 1월 12일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVEkcBdiXX3w68j4-q-aMB_gXVZqCQvcnSvQmM8-YvDPnMbvcLRiw=s32-rw","박영철","2023년 1월 9일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWukLcazIV-ZWYU5z21M6qLhMp1pmdB1QrsSlSkkQrXXeUVV_6z=s32-rw","이현국","2023년 1월 9일","편하네요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKC7lx4LTdmDEUuvZcLDrAZ2Rb9PO5GQ5-S1QaJxNEGYJwudw=s32-rw-mo","구아뽀","2022년 12월 18일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLKPE071t74PId0I_Wkenrmwd42mxsqnGZhJuaVTFUf-kl86g=s32-rw-mo","S8석궁","2022년 12월 15일","편리함","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLaKnhQcpscn5zwlnVsLm9sI6zEP-EmrRXAhPvvp7fcVl3NgA=s32-rw-mo","고하준","2022년 12월 5일","좋아그냥..","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWnf_tRhC5M_HdoqYepglzdh2N0VPJA53oW_hYl3V2ot79qqae2=s32-rw","너의별","2022년 12월 2일","최고입니다","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVI37qPjhDsTmTpy3bdV1kkgppmNxofwnG85ZJYql6arD4KJUs=s32-rw","김남균","2023년 6월 11일","편해요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWUICH_DTscUYH4NCPY2AUIdDY-bRbPdVikg-pAyotcHSGhtpT1Rg=s32-rw","김민지","2022년 11월 23일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJBclNyYHzDnffeS6CYC5WWNmz1E4emYzP1cKo7NpQo39YRyQ=s32-rw-mo","김민석","2022년 11월 21일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVxkQZ5VVMv2n_-gVZg8_JJpIsBRYRW1HsVvivgiEF9KsaqZgNb=s32-rw","K IM","2022년 11월 10일","좋습니다","PaytaLab","2022년 11월 10일","안녕하세요. K IM 패써님. 패스오더입니다.

우선 패스오더를 잘 이용해 주셨는데 불편함을 안겨 드려 죄송하다는 말씀드립니다. 해당 글 확인 후 적립 선물 발송이 되지 않는 부분에 대해 확인 후 개선 작업을 진행하였습니다.
이후 플레이스토어에서 앱 업데이트를 진행한 후 다시 한번 선물하기를 해보신다면 정상적으로 선물이 가능한 점 알려드리며, 선물하기는 주문일 기준 다음날까지 발송 가능한 점 참고 부탁드립니다.

혹시 더 궁금하신 점은 언제든 [문의하기]를 이용 부탁드리며, 추후에는 동일 현상이 반복되지 않도록 더욱 노력하는 패스오더가 되겠습니다. 감사합니다.

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocK3E0ce8jRuCjy3hfj22nUgFq3miRzeyRhsZUxovtQlMY-Uuw=s32-rw-mo","최소윤","2022년 11월 12일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJw77X2pPXEQHQZ3rc-PNlYAGnlB6VeOGm7LkJdGFS9-qNzsQ=s32-rw-mo","정근수","2022년 11월 6일","굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLW75Q9bCLpAzkLLJTA_bQz4ea8_vP-XBsmki91tOjlZT962w=s32-rw-mo","김푸름","2022년 11월 2일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLP6t5W-HK6RRZ7L2bmoJ1b2dLL_BZm000X4V7ktxq5aro9fQ=s32-rw-mo","Amy Won","2022년 11월 21일","좋아요","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjW2affZ9h_CZE1GovQLzy2EPQPRs7Xspo5eJULlObOVsOFAM5w=s32-rw","유리후니","2022년 10월 15일","굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWbBAJZ0aqmo5gpnjraBl7KS7OVNFLgaqdd77QsfP7uOQGksQk=s32-rw","롭다","2022년 10월 3일","정말편하고 최고","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIcacwmEJvLEcpLMrE3GRSDDh5iKRTtNS8KOGTOVl1eQKndVQ=s32-rw-mo","김영탄","2022년 9월 30일","음음음","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocITJOxLGXe52jWpM3r4QobC8dU-qd6mtGR5dyAT_m2CwJyxRQ=s32-rw-mo","전준현","2022년 9월 18일","굿굿","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLGwqHRuoFkGSIyRcEEImoFoKHUQORodqIy6_V-Rnov_JNp=s32-rw-mo","정무적 ᅵ","2022년 9월 16일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIPEWwldy0aBH2g8fya2yuI1OwGRLPP4a-TNG1yDRmpxigajA=s32-rw-mo","윤지아","2022년 9월 22일","편해요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIvBkzxSRsmtoyMuqSPeKfMN5siHoRnEuJdr4J_7Q1dgmkFxw=s32-rw-mo","JIHWAN BANG","2022년 8월 27일","굿","","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXDXkTnnR292VONjv7pGw8APFOfyMgax9OOqDP33emqFSljHbOv=s32-rw","Joon ho Choi","2022년 8월 16일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocILANte5JvCGH3Be8IzmDhuT21ZM4BYDmqMm8wLyzEKvGnARw=s32-rw-mo","jaewook lee","2022년 8월 12일","베리베리굿","PaytaLab","2022년 10월 12일","안녕하세요 jaewook lee 패써님! 패스오더입니다.

유용한 커피 주문 앱 패스오더를 이용해 주시고 소중한 리뷰까지 남겨주셔서 진심으로 감사드립니다! 작은 칭찬 한 마디라도 패스오더 팀에게는 정말 큰 힘이 된답니다. 앞으로도 패스오더를 통해 커피 주문 시간만큼은 절약하여 패써님의 삶의 질을 UP 시켜드릴 수 있도록 남은 하루까지 기운 내어 달려 보겠습니다!! 앞으로도 지켜봐 주시고 많은 관심 부탁드려요 :)

이제 날씨가 많이 추워요. 따숩게 입으셔야 해요! 오늘 남은 하루도 파이팅입니다:)

-패스오더 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocIL7ykgHbIjUyQCrpBuM93wDdnH9CPyk50rNt2WUMVcnurMTA=s32-rw-mo","HYEOCK KWON","2022년 8월 24일","좋아요","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocJs962SzDWNOW_qUZj12HO4-GQpDbU_gaLm5XRedw2N2TvZKg=s32-rw-mo","송미지","2022년 8월 6일","굳","PaytaLab","2022년 9월 29일","안녕하세요 송미지 패써님! 패스오더 패써지원팀입니다.

간편 커피 주문 앱 패스오더를 이용해 주시고 별 다섯 개 가득한 좋은 리뷰 남겨 주셔서 진심으로 감사드립니다! 패스오더는 현재 더 많고 다양한 매장이 도입될 수 있도록 정말 열심히 뛰고 있는데요! 앞으로는 패써님의 발길이 닿는 모든 곳에서 패스오더를 만나보실 수 있도록 더욱 분발하겠습니다 :)

벌써 한 주가 끝나가고 있는 목요일이네요..! 조금만 파이팅 하시면 즐거운 주말이 기다리고 있으니까요! 오늘도 에너지 넘치게 파이팅 하셨으면 좋겠어요! 감사합니다 :)

-패스오더 패써지원팀 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocISk9jCH2xnXCuT5RyB7b--5ouALwBPc8eHbYDVlYtvoXn5Hw=s32-rw-mo","이창석","2022년 7월 26일","편해요","PaytaLab","2022년 8월 9일","안녕하세요 이창석 패써님! 패써지원팀입니다.

패스오더 서비스를 편리하게 이용하고 계신다니 정말로 기쁩니다 :) 이용에 다른 불편함은 없으셨나요? 저희는 항상 패써님들의 소리에 귀 기울이고 있으며 피드백은 언제든지 열린 자세로 받을 수 있는 준비가 되어 있답니다. 앱을 사용하며 아쉬운 부분이나 더 추가되었으면 하는 부분이 있으시다면 언제든지 앱 하단의 [패스오더와 친해지기->문의하기]에 글 남겨주세요! 더욱 빠르게 답변 드릴 수 있도록 하겠습니다. 감사합니다 :)

- 패스오더 패써지원팀 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXB-SvygrskBwWvGiS_nu7Pn8GMaL2KV0laRJmME8ekSuZwBESZRQ=s32-rw","Kwi Hye Eum","2022년 7월 15일","편해요","PaytaLab","2022년 8월 3일","안녕하세요 Kwi Hye Eum 패써님! 패써지원팀 조은빈입니다.

리뷰 남겨주신 작은 한 마디가 담당자인 저에게 남은 오후 업무들이 미소로 다가옵니다. 계속해서 Kwi Hye Eum 패써님이 처음 느끼신 그 마음이 쭉 유지될 수 있도록 더 좋은 서비스로 보답해드리겠습니다.
코로나가 또 다시 기승을 부리고 있는 것 같습니다. 건강 관리 유의하시길 바라며 상쾌한 한 주 되시길 바랍니다 :-)

- 패스오더 패써지원팀 조은빈 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocK_13zdc8B688ROz7w3v0WnpUcn5tGTgQ69Dp9FtUkSENnItg=s32-rw-mo","이동훈","2022년 8월 15일","아주좋아여","","",""
"https://play-lh.googleusercontent.com/a/ACg8ocIlBiT6lhkjpqCwV48skU3p591A7eLLUcHBmD3Js8opjpqrhQ=s32-rw-mo","이재호","2022년 6월 18일","좋습니다","PaytaLab","2022년 7월 20일","안녕하세요 이재호 패써님
패스오더 패써지원팀 김수진입니다.

편리한 패스오더 서비스를 이용해 주시고 별 다섯개와 좋은 리뷰까지 작성해 주셔서 감사합니다.
패스오더 내에 진행되는 다양한 이벤트 중, [친구 초대 이벤트]를 참여해주시면 무제한으로 리워드도 받아보실 수 있으니 주위 친구분들께 많이 소문 내주시고 많은 참여 부탁드릴게요:)
남은 오후도 화이팅입니다! 감사합니다.
-패스오더 패써지원팀 김수진드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXogRyN2lAxWyCu3mar1yUcnhC_6z0AgWy6vNR64F6J1Mqr3VYW=s32-rw","성빅터","2022년 7월 1일","굿","PaytaLab","2022년 8월 2일","안녕하세요 빅터 패써님! 패스오더 패써지원팀 김수진입니다.

패스오더를 이용하시고 짧지만 강력한 리뷰 정말 감사드립니다! 요즘 같이 더운 여름에는 밖에서 기다릴 필요가 없는 패스오더가 정말 필수라는 생각이 들어요! 앞으로도 패써님의 일상에 도움이 될 수 있는 앱이 되도록 노력하겠습니다.
소중한 리뷰 남겨주셔서 다시 한 번 감사드리며, 오늘도 파이팅입니다!

-패스오더 패써지원팀 김수진"
"https://play-lh.googleusercontent.com/a-/ALV-UjVHU6DJ0ufSoKs6FIKgdbeRIYWLA6kZEp7C1c2efZUIrZCAMomJ=s32-rw","JaeMin LEE","2022년 6월 8일","굿잡","PaytaLab","2022년 6월 21일","안녕하세요 JaeMin LEE 패써님. 패써지원팀 고민경입니다.

저희 서비스를 이용해 보시고 별 다섯 개 리뷰 남겨주셔서 정말 감사드립니다. 짧지만 굵은 ""굳잡"" 이라는 한 단어가 오늘 패스오더팀을 기분 좋게 하셨다는 점 알고계실까요? 이 고마운 마음을 더 빠르고, 편리한 서비스로 보답하기 위해 저희는 오늘도 달리겠습니다!

사용하시면서 좋은 이야기 뿐만 아니라, 건의사항도 언제든지 환영이니 꼭 남겨주시면 감사드리겠습니다. 요즘 날씨가 많이 더워졌어요. 그래도 아침, 저녁으로 일교차가 있으니 건강 조심하시고 오늘도 행복한 하루 되세요.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKxLAQCD6tLPPE5SvPmjGftWNLa-J9ETftWdWoexusqtbOkcQ=s32-rw-mo","현우박","2022년 5월 25일","좋아요","PaytaLab","2022년 6월 14일","안녕하세요 현우박 패써님. 패써지원팀 고민경입니다.

좋아요 칭찬과 함께 별 다섯 개의 리뷰를 남겨주신 현우박 패써님을 패스오더도 좋아합니다! 패써님의 기분 좋은 칭찬 덕분에 오늘 하루 힘내서 일 할 수 있을 것 같아요.

패스오더의 어떤 점이 가장 좋으셨을까요? 많은 패써님들이 기다리지 않고 편리하게 음료 픽업이 가능해서 좋다라고 말씀 해 주시더라구요! 편리함 뿐만 아니라 더 좋은 장점으로 칭찬 받을 수 있는 패스오더가 되겠습니다.
앞으로도 많은 이용 부탁드리며, 화요일 오늘 하루도 화이팅 하시길 바랍니다. 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXVku9I4RKZXajqP5tRZtCj_2Uv9FBTE-jbShcsZDIB4pr3Ui3s=s32-rw","경제적자유","2022년 5월 31일","좋아용 ㅎㅎㅎ","PaytaLab","2022년 6월 16일","안녕하세요 경제적자유패써님. 패써지원팀 고민경입니다.

패스오더도 경제적자유 패써님이 좋아요! ^^ 저희 서비스를 이용해 주시고, 리뷰까지 남겨주셔서 정말 감사드립니다. 패스오더의 어떤 부분이 가장 좋으셨을까요~? 모든 면에서 패써님께 만족감을 드릴 수 있도록 더욱 노력하는 패스오더가 되겠습니다.

앞으로도 기다림 없이, 미리 주문하고 바로 픽업 하는 편리한 패스오더 많이 사랑해주시고, 관심과 애정으로 지켜봐 주셨으면 감사드리겠습니다. 다가올 주말을 상상하며 오늘 목요일 하루 행복하고 신나게 보내셨으면 좋겠어요! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjWKccpiHCnYQl_4WzUFlqEvxDuIF6JYwYBxUe9FRs8wUAatXri1=s32-rw","Somi","2022년 5월 30일","편해요","PaytaLab","2022년 6월 16일","안녕하세요 Somi 패써님. 패써지원팀 고민경입니다.

편하고, 쉽고, 빠른, 언제나 시간 절약까지 책임질 수 있는 패스오더! 소중한 리뷰 감사합니다:) 앞으로도 패써님이 불편함 없이 편리하게 서비스 이용할 수 있도록, 늘 패써님의 의견에 귀 기울이고 계속해서 발전하는 패스오더가 되도록 노력하겠습니다. 모든 이용자들이 패써님처럼 ‘편해요’라고 외쳐주시는 그 날까지요!

고단한 목요일이지만 오늘 하루도 잘 보내셨으면 좋겠습니다. 목요팅입니다!! 감사합니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKXKmH-Zhf784d6yVELyjuVU2qdkp7cV0fBiGTa8BPQcl5p-g=s32-rw-mo","임bwlim2","2022년 5월 25일","병우기","PaytaLab","2022년 6월 14일","안녕하세요 임bwlim2 패써님. 패써지원팀 고민경입니다.

저희 패스오더를 이용하고 소중한 리뷰 남겨주셔서 감사드립니다:) 패스오더는 주문 시간을 아껴서 패써님의 소확행을 더해드리기 위해 노력하고 있답니다! 패써님의 말씀을 정확하게 이해하지는 못했지만 별 다섯 개의 평가를 남겨주셨기에 긍정적인 것으로 해석하고자 합니다:)

부족한 것들을 채워나가는 어플로 성장하도록 노력하습니다! 지켜봐주시면 감사하겠습니다. 비가 오는 흐린 화요일입니다. 그래도 활기찬 에너지로 하루의 시간 화이팅하시길 바랍니다.

-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocKKOcR_MC94PVLXqj_adIBAtKl2lZsw-0GrgW_S2InkGseP1w=s32-rw-mo","ChoiRina Kim","2022년 5월 22일","편리함","PaytaLab","2022년 6월 13일","안녕하세요 ChoiRina Kim 패써님. 패써지원팀 고민경입니다.

패스오더를 이용하시고 나서 칭찬이 담긴 리뷰 남겨주셔서 정말 감사합니다! 저희 팀은 패써님들이 패스오더 서비스와 어떤 접점을 통해서 매력을 느끼고, 어떻게 하면 원하시는 목적을 보다 쉽고 편리하게 달성할 수 있을 지에 대한 고민을 계속하고 있습니다.

아직은 성장 중인 서비스여서 미숙한 부분도 많지만 패써님들이 남겨주시는 소중한 피드백들을 발판 삼아 계속해서 나아가고자 합니다. 이용하시는 모든 유저분들께 별 다섯 개를 받을 수 있는 서비스가 되는 그 날까지요:) 오늘 남은 하루도 좋은 시간 되시길 소망합니다.

.-패스오더, 패써지원팀 고민경 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjW55BcAAE4uRQ6bmDa4b9KmaCGR-w8WLbSmGLpKqCZvyeoD_tU=s32-rw","최태경","2022년 5월 12일","굿","PaytaLab","2022년 5월 24일","안녕하세요 최태경 패써님. 패써지원팀 김다희 입니다.

패써님들의 칭찬은 들을 때 마다 기분이 너무 좋답니다 : )
패스오더 팀은 오늘도 패써님의 리뷰 보며 오늘도 으쌰으쌰 힘을 낸답니다!

백찌 패써님 그거 알고 계실까요? 패스오더는 더울 때 더더더 좋다는 거! 더위에 너무 약한 저는 지금도 패스오더 너무 잘 애용하고 있답니다~

패써님이 더욱 만족하실 수 있도록 많은 이벤트와 더 편리한 기능으로 찾아뵙겠습니다 : )

앞으로도 저희 패스오더 많이 애용해주시고 오늘도 행복한 하루 보내시길 바랍니다. 감사합니다.

-패스오더, 패써지원팀 김다희 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjXAh1SX38Wtqn-F6qoluUBzVszeZCxou7gWZhUHN6M5pHplh3gw=s32-rw","이창후","2022년 5월 15일","좋아요","PaytaLab","2022년 5월 26일","안녕하세요 이창후 패써님. 패써지원팀 김다희입니다.

미리 주문해두고, 빠르게 받아오기만 하면 되는 패스오더! 편리하게 잘 사용해주고 계시니 너무 기쁩니다. 저 또한 주변 지인들에게 추천하고 나서 불평은 들어본 적이 없는 것 같아요. : )

현재 앱에서 [친구초대 이벤트]가 진행 중에 있습니다. 양쪽 모두에게 무제한 리워드를 지급해드리는 이벤트이니 추천도 해주시고 리워드 쿠폰도 받으셔서 맛있는 커피로 시원하게 갈증 해소 하셨으면 좋겠습니다.

오늘도 행복한 하루 되세요. 소중한 리뷰 감사드립니다!

-패스오더, 패써지원팀 김다희 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjVWCbUwzkwC8wk5E14q9tXjDzz0HmIdGvRVAOi3ei2TDRdqQWFe=s32-rw","강현숙","2022년 5월 16일","굿","PaytaLab","2022년 5월 26일","안녕하세요 강현숙 패써님. 패써지원팀 김다희입니다.

별 다섯개와 함께 긍정의 리뷰까지 남겨주셔서 감사드립니다. 어떤 부분이 강현숙 패써님에게 가장 굿! 이었을까요?
미리 주문하여 매장에 먼저 온 손님보다도 먼저 픽업할 수 있다는 점일까요~? 이 외에도 모든 부분이 패써님 맘에 쏙 들 수 있게 패스오더는 현재에 만족하며 머무르지 않고, 더 발전하며 언제나 패써님들께 만족을 드릴 수 있도록 노력하겠습니다.

오늘도 행복한 하루 되시길 바랍니다. 감사합니다 : )

-패스오더, 패써지원팀 김다희 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjV33AOQjuEdTZz9WXvJ2R9YIFAKdeYg1edr0kmcjZHcluAkT9o=s32-rw","won hee","2022년 5월 12일","일단굿","PaytaLab","2022년 5월 24일","안녕하세요 won hee 패써님, 패써지원팀 손지혜입니다.

'굿' 이라는 패써님의 칭찬 덕분에 기분좋은 하루를 시작할 수 있어 감사드립니다!

저희 패스오더가 won hee 패써님의 하루중 일부분에 편리함을 제공해드렸음에 진심으로 기쁩니다! 패스오더 앱에서 패스머니를 충전하시면 즉시 포인트를 지급하는 서비스도 활용해주시면 더욱더 만족스러운 앱 사용이 되실것 같습니다!!

패써님의 칭찬에 앞으로도 계속 보답하기위해 끊임없이 노력하는 패스오더가 되겠습니다. 감사합니다

-패스오더, 패써지원팀 손지혜 드림"
"https://play-lh.googleusercontent.com/a/ACg8ocIoxIIuWsmJaRq64WmBjTOMLjhA2jMO5201j0N6e8PDPmul1Q=s32-rw-mo","김유현","2022년 5월 3일","조아용ㅎ","PaytaLab","2022년 5월 8일","안녕하세요 김유현 패써님. 패써지원팀 김다희 입니다.

주문부터 결제까지 한 번에, 기다림 없이 바로 픽업하는 패스오더! 저희 서비스가 패써님께 만족을 드릴 수 있어 매우 기분이 좋답니다 : )

더운 날씨에는 더 유용한 패스오더! 후끈후끈 여름에 햇볕에서 기다리지 않고 바로 받는 시원한 음료 한 모금의 행복, 패스오더와 함께 느껴보세요!

패써님이 더욱 만족하실 수 있도록 많은 이벤트와 더 편리한 기능으로 찾아뵙겠습니다.

앞으로도 저희 패스오더 많이 애용해주시고 좋은 주말 저녁 되시길 바랍니다. 감사합니다!

-패스오더, 패써지원팀 김다희 드림"
"https://play-lh.googleusercontent.com/a-/ALV-UjWb07_5GasWWZYaETstPVQ_SNKot27SopoU4mFNGToqzk8BN-jKvQ=s32-rw","이호","2022년 5월 7일","굳","PaytaLab","2022년 5월 17일","안녕하세요유나 패써님. 패써지원팀 고민경입니다.

걸어서도! 차를 타고 지나가면서도! 유용하게 이용 가능한 패스오더 서비스와 함께 해주심에 너무나 감사드린다는 말씀드립니다 남녀노소 손쉽게 사용 가능한 어플이기에 보다 만족하실 수 있었을 겁니다:)

패스오더 서비스를 편리하게 이용하셨길 바랍니다. 편하고, 쉽고, 빠른 패스오더로 일상생활에서 언제나 시간 절약 책임질 수 있는 패스오더가 될 테니 성장하는 모습 지켜봐 주세요! 오늘 수요일도 파이팅하시기 바랍니다. 감사합니다!

-패스오더, 패써지원팀 고민경 드림"
